user_id,top_isbns
262736,"1558531025,3404921038,609804618,553347594,1879384493,8476409419,399135782,345417623,375759778,8445071408"
262746,"446310786,449005615,316769487,074322678X,345417623,399135782,8445071408,345372700,1558531025,345402871"
262846,"553347594,8445071408,1881320189,8445071777,316769487,1879384493,375500766,345372700,609804618,375759778"
262934,"399135782,345417623,60168013,440234743,60929790,8445071408,60973129,1841721522,609804618,451166892"
262940,"446310786,8445071408,60168013,2740230,8476409419,380778556,1879384493,1900850303,847223973X,609804618"
262964,"8445071408,553582747,446310786,316769487,553347594,679429220,609804618,8401422825,786868716,316735736"
262998,"609804618,446310786,1569871213,2740230,553584383,451166892,786868716,067176537X,345372700,140067477"
263078,"8476409419,375410538,446310786,840734530,8445071408,553584383,2005018,60168013,374157065,1558531025"
263107,"446310786,316769487,8445071408,140067477,8476409419,786868716,399135782,847223973X,385336772,345417623"
263163,"786868716,449005615,399135782,312252617,553582747,8445071408,553347594,966986105,385336772,345465083"
263214,"8445071408,1879384493,446310786,1569871213,316769487,399135782,385336772,609804618,60929790,1900850303"
263292,"1879384493,8445071408,399135782,345372700,316769487,60973129,140067477,1881320189,60976845,553583468"
263310,"1569871213,8445071408,2740230,2005018,446310786,1881320189,399135782,671621009,609804618,786868716"
263325,"8445071408,60938412,446310786,316769487,3404921038,812575482,689821166,140067477,553347594,1879384493"
263326,"966986105,8445071408,8401422825,2070423204,449005615,689821166,440234743,1900850303,1881320189,374157065"
263331,"446310786,966986105,8445071408,374157065,140067477,399135782,1879384493,847223973X,439095026,8476409419"
263344,"446310786,449005615,609804618,553278398,1879384493,786868716,8401422825,964778319,1881320189,8445071408"
263353,"60168013,689821166,385336772,1881320189,425099148,812575482,8445071408,380715899,345417623,380778556"
263383,"1900850303,399135782,8445071408,042518630X,60929790,8401422825,446310786,1558531025,451406923,451410319"
263393,"446310786,345372700,1558531025,345465083,964778319,786868716,1879384493,2740230,3404921038,60168013"
263445,"399135782,8401422825,679429220,2740230,689821166,60168013,964778319,446310786,847223973X,074322678X"
263460,"374157065,8445071408,1881320189,449005615,689821166,380715899,553582747,452264464,074322678X,375500766"
263537,"8445071408,553347594,345372700,399135782,840734530,609804618,8476409419,375509038,1558531025,451406923"
263560,"140067477,60976845,074322678X,375410538,345372700,679429220,446310786,385336772,8476409419,3404921038"
263644,"1881320189,345372700,140067477,449005615,689821166,3404921038,8476409419,425099148,966986105,345417623"
263645,"446310786,8401422825,966986105,140067477,345372700,553584383,1879384493,2740230,786868716,345417623"
263664,"553347594,074322678X,399135782,446310786,374157065,8445071408,312252617,609804618,847223973X,316769487"
263877,"8445071408,449005615,1879384493,140067477,316769487,316735736,812575482,380778556,374157065,1841721522"
263941,"8445071408,380778556,074322678X,446310786,345372700,1881320189,8476409419,609804618,080652121X,440234743"
263979,"8445071408,449005615,1881320189,446310786,316769487,345372700,786868716,1558531025,140067477,60938412"
264031,"8445071408,446310786,684823802,1841721522,1879384493,553347594,374157065,609804618,439095026,074322678X"
264082,"316769487,3404921038,1558531025,786868716,2740230,1879384493,966986105,609804618,671621009,380778556"
264085,"553347594,446310786,553582747,3404921038,8445071408,374157065,316769487,452264464,385336772,1900850303"
264117,"345372700,316769487,553347594,140067477,2005018,684823802,446310786,966986105,380778556,847223973X"
264149,"8445071408,1900850303,8445071777,553584383,399135782,3404921038,8401422825,609804618,374157065,446608653"
264191,"441783589,446310786,345372700,385336772,399135782,966986105,1569871213,449005615,316735736,425099148"
264201,"8445071408,345372700,2740230,446310786,8445071777,345402871,679429220,380778556,609804618,3404921038"
264300,"8445071408,679865691,60929790,038572179X,452264464,8401422825,1558531025,3404921038,1881320189,609804618"
264314,"380778556,609804618,8445071408,380715899,679865691,553584383,140067477,679429220,399135782,8476409419"
264317,"3404921038,966986105,786868716,345417623,1879384493,1900850303,8445071408,446310786,812575482,316769487"
264321,"786868716,316735736,316769487,451410319,1879384493,380778556,446310786,553347594,553582747,671867156"
264415,"8445071408,1558531025,074322678X,553347594,2740230,380778556,425099148,847223973X,60929790,60168013"
264464,"1558531025,847223973X,966986105,8445071408,446310786,316769487,8445071777,074322678X,8476409419,553583468"
264543,"60929790,2740230,1879384493,847223973X,074322678X,345372700,1881320189,8445071777,067176537X,1900850303"
264555,"689821166,8401422825,60914068,446310786,441783589,1558531025,812575482,964778319,3404921038,743249992"
264600,"8445071408,553347594,679865691,380778556,8445071777,345372700,61099686,847223973X,380715899,1900850303"
264655,"8445071408,316769487,380778556,786868716,609804618,3404921038,399135782,847223973X,2740230,553584383"
264657,"8445071408,847223973X,316769487,399135782,60929790,140067477,449005615,679865691,345417623,2005018"
264680,"553584383,446310786,449005615,2005018,345417623,074322678X,1881320189,345372700,8445071408,553062042"
264723,"446310786,847223973X,140067477,8445071408,312252617,679865691,345372700,1900850303,375509038,425099148"
264903,"786868716,8445071408,399135782,964778319,440949424,671621009,553582747,3404921038,074322678X,375500766"
264985,"8445071408,3404921038,8476409419,399135782,1879384493,1558531025,553347594,8445071777,671621009,345372700"
264996,"966986105,312252617,786868716,8445071408,316769487,446310786,1558531025,440234743,671621009,60973129"
265083,"345372700,195153448,553347594,312252617,446310786,8476409419,3404921038,380778556,1879384493,609804618"
265115,"609804618,140067477,446310786,812575482,8401422825,679429220,375410538,8445071408,553347594,345372700"
265276,"8445071408,345372700,671621009,679865691,316769487,966986105,1881320189,446310786,399135782,345417623"
265281,"8445071408,140067477,074322678X,609804618,2005018,399135782,786868716,345372700,966986105,8445071777"
265313,"074322678X,140067477,1841721522,385336772,380778556,399135782,316769487,8476409419,2005018,679865691"
265403,"8445071408,8445071777,8401422825,316735736,966986105,1558531025,2005018,8476409419,3404921038,553347594"
265447,"1558531025,316735736,679865691,60914068,380778556,964778319,812575482,345417623,8445071408,316769487"
265499,"679865691,3404921038,399135782,8445071408,60976845,1879384493,446310786,1569871213,966986105,609804618"
265546,"399135782,8445071408,449005615,1881320189,380778556,1558531025,743249992,679865691,812575482,3404921038"
265595,"399135782,8445071408,316769487,440234743,840734530,8401422825,684823802,553347594,3404921038,553584383"
265607,"316769487,8445071408,3404921038,399135782,840734530,60973129,553347594,1879384493,609804618,345417623"
265656,"609804618,553347594,446310786,8445071408,60929790,847223973X,316769487,385336772,345372700,2740230"
265751,"8445071408,380778556,316735736,449005615,609804618,966986105,679429220,786868716,441783589,679865691"
265881,"1569871213,1879384493,553582747,8445071777,8445071408,1881320189,553347594,399135782,449005615,451166892"
265889,"3404921038,8445071408,1879384493,374157065,553347594,399135782,316735736,441783589,679429220,671867156"
265904,"8445071408,3404921038,446310786,2740230,60973129,399135782,1881320189,451410319,964778319,60929790"
266024,"374157065,446310786,345372700,8445071408,689821166,399135782,812575482,1881320189,375410538,553347594"
266056,"385336772,1900850303,374157065,446310786,375509038,3404921038,312252617,8445071408,451208080,316769487"
266091,"8445071408,385336772,8401422825,1900850303,60973129,451406923,1558531025,452264464,679429220,425099148"
266095,"374157065,446310786,1881320189,847223973X,345402871,786868716,451208080,609804618,316769487,439095026"
266146,"8445071408,553347594,140067477,966986105,1900850303,8401422825,446310786,312252617,1569871213,316735736"
266226,"1879384493,966986105,8445071408,446310786,1900850303,140067477,316769487,452264464,60914068,1569871213"
266230,"8445071408,684823802,966986105,140067477,609804618,380778556,399135782,449005615,2740230,60976845"
266260,"553347594,8445071408,446310786,140067477,074322678X,847223973X,786868716,393045218,1881320189,8445071777"
266268,"966986105,8445071408,345417623,679865691,2005018,1558531025,375500766,671621009,553347594,8401422825"
266283,"345417623,8445071408,60168013,399135782,966986105,140067477,679865691,451166892,553347594,446310786"
266309,"345372700,8445071408,399135782,380778556,847223973X,446310786,1841721522,609804618,140067477,451410319"
266429,"8476409419,074322678X,8445071408,316769487,609804618,679865691,684823802,1879384493,8445071777,786868716"
266522,"8445071408,399135782,671867156,440234743,8445071777,847223973X,1879384493,60914068,2005018,786868716"
266678,"316735736,1879384493,609804618,399135782,679429220,1881320189,60976845,684823802,393045218,8476409419"
266697,"8445071408,449005615,399135782,609804618,671621009,1558531025,446310786,1569871213,8445071777,316769487"
266807,"374157065,8445071408,966986105,553584383,679429220,399135782,1900850303,553582747,786868716,446310786"
266819,"074322678X,316769487,8445071408,399135782,452264464,345465083,964778319,2005018,684823802,345372700"
266865,"312252617,140067477,316769487,1569871213,345417623,441783589,8445071408,345465083,399135782,609804618"
266866,"8445071408,425163091,1558531025,609804618,3404921038,966986105,374157065,812575482,345417623,399135782"
267033,"609804618,2005018,8445071408,1900850303,1879384493,380778556,380619458,399135782,812575482,316769487"
267098,"449005615,1879384493,553582747,842342702,451166892,316735736,385336772,2005018,446310786,671867156"
267117,"316769487,446310786,385336772,840734530,8401422825,425099148,2070423204,3404921038,316748641,452264464"
267172,"966986105,345372700,8445071408,439095026,786868716,425099148,345417623,679429220,61076031,1900850303"
267184,"446310786,140067477,679429220,380778556,1569871213,553582747,316748641,1879384493,316735736,553347594"
267254,"8445071408,60168013,316769487,671621009,345417623,2070423204,60929790,847223973X,2740230,074322678X"
267293,"316735736,679429220,8476409419,684823802,609804618,316769487,425099148,812575482,966986105,452264464"
267377,"609804618,399135782,316748641,1558531025,966986105,8445071408,452264464,786868716,345417623,374157065"
267382,"1558531025,446310786,1881320189,449005615,452264464,195153448,345417623,8445071408,8476409419,074322678X"
267409,"553582747,425099148,1841721522,1569871213,609804618,074322678X,140067477,316769487,449005615,60929790"
267510,"8445071408,312252617,345372700,385336772,8401422825,3404921038,1900850303,345417623,679429220,074322678X"
267538,"446310786,380778556,375500766,1879384493,553347594,8445071408,449005615,451166892,964778319,140067477"
267549,"3404921038,385336772,399135782,2740230,812575482,8445071408,671867156,553347594,375406328,374157065"
267559,"446310786,8445071408,074322678X,553347594,609804618,2005018,345372700,345402871,440234743,140067477"
267635,"8445071408,446310786,966986105,399135782,452264464,451406923,440234743,8401422825,786868716,1881320189"
267722,"316769487,1558531025,964778319,3404921038,60929790,140067477,375509038,345417623,316748641,966986105"
267727,"8476409419,60168013,679865691,425163091,553584383,316769487,60976845,812575482,380715899,446310786"
267802,"2740230,446310786,553347594,8445071408,345372700,452264464,074322678X,1881320189,786868716,2005018"
267881,"140067477,345372700,399135782,446310786,375509038,8445071408,553347594,2070423204,679865691,380778556"
267954,"8445071408,345417623,439095026,609804618,553347594,316769487,679865691,812575482,452264464,074322678X"
268009,"8445071408,8401422825,399135782,847223973X,345417623,374157065,840734530,609804618,1558531025,316735736"
268012,"786868716,8476409419,195153448,074322678X,2740230,609804618,140067477,3404921038,345465083,374157065"
268030,"385336772,609804618,140067477,380778556,8445071408,316769487,553582747,8476409419,375500766,1881320189"
268032,"345417623,375509038,451166892,425099148,8445071408,609804618,399135782,786868716,1879384493,374157065"
268110,"8445071408,451208080,399135782,8476409419,446310786,60973129,1853260053,375406328,553347594,1879384493"
268244,"8445071408,1900850303,385336772,316769487,2005018,964778319,439095026,380778556,374157065,1558531025"
